,Precursor Conc. (wt. %),Crosslinker Conc. (mM),Detach. Pressure (PSI),Nozzle Diam. (mm),Dist. P to N (mm),Angle P to N (deg),Flow Rate (uL/min),Nozzle Coating,Surface Tension (mN/m),Microgel Diam. (um)
1264,0.5,100.0,40.0,0.15,30.0,0,200,0,72.01,233.4142174
1265,0.5,100.0,40.0,0.15,30.0,0,200,0,72.01,224.0132871
1266,0.5,100.0,40.0,0.15,30.0,0,200,0,72.01,244.476
1267,0.5,100.0,40.0,0.15,30.0,0,200,0,72.01,252.9719941
1268,0.5,100.0,40.0,0.15,30.0,0,200,0,72.01,246.3584987
1269,0.5,100.0,40.0,0.15,30.0,0,200,0,72.01,233.778
1270,0.5,100.0,40.0,0.15,30.0,0,200,0,72.01,239.2548775
1271,0.5,100.0,40.0,0.15,30.0,0,200,0,72.01,241.819
1272,0.5,100.0,40.0,0.15,30.0,0,200,0,72.01,233.1922217
1273,0.5,100.0,40.0,0.15,30.0,0,200,0,72.01,221.1979875
1274,0.5,100.0,40.0,0.15,30.0,0,200,0,72.01,228.4635284
3173,0.5,100.0,20.0,0.15,30.0,0,200,0,72.01,289.045283
3174,0.5,100.0,20.0,0.15,30.0,0,200,0,72.01,279.327973
3175,0.5,100.0,20.0,0.15,30.0,0,200,0,72.01,233.2026366
3176,0.5,100.0,20.0,0.15,30.0,0,200,0,72.01,266.2893746
3177,0.5,100.0,20.0,0.15,30.0,0,200,0,72.01,253.0125005
3178,0.5,100.0,20.0,0.15,30.0,0,200,0,72.01,262.7606182
3179,0.5,100.0,20.0,0.15,30.0,0,200,0,72.01,243.0885101
3180,0.5,100.0,20.0,0.15,30.0,0,200,0,72.01,281.6396941
3181,0.5,100.0,20.0,0.15,30.0,0,200,0,72.01,277.3672262
3182,0.5,100.0,20.0,0.15,30.0,0,200,0,72.01,259.5227561
3183,0.5,100.0,20.0,0.15,30.0,0,200,0,72.01,252.689055
3184,0.5,100.0,20.0,0.15,30.0,0,200,0,72.01,267.6591119
3185,0.5,100.0,20.0,0.15,30.0,0,200,0,72.01,293.7451227
3186,0.5,100.0,20.0,0.15,30.0,0,200,0,72.01,274.5146399
3187,0.5,100.0,20.0,0.15,30.0,0,200,0,72.01,291.848262
3188,0.5,100.0,20.0,0.15,30.0,0,200,0,72.01,265.4243516
3189,0.5,100.0,20.0,0.15,30.0,0,200,0,72.01,246.993486
3190,0.5,100.0,20.0,0.15,30.0,0,200,0,72.01,276.1792585
3191,0.5,100.0,20.0,0.15,30.0,0,200,0,72.01,275.4842134
3192,0.5,100.0,20.0,0.15,30.0,0,200,0,72.01,299.7499568
3213,0.5,100.0,5.0,0.15,30.0,0,200,0,72.01,443.9145405
3214,0.5,100.0,5.0,0.15,30.0,0,200,0,72.01,467.1486819
3215,0.5,100.0,5.0,0.15,30.0,0,200,0,72.01,443.9564843
3216,0.5,100.0,5.0,0.15,30.0,0,200,0,72.01,448.9232958
3217,0.5,100.0,5.0,0.15,30.0,0,200,0,72.01,465.0132818
3218,0.5,100.0,5.0,0.15,30.0,0,200,0,72.01,480.1193305
3219,0.5,100.0,5.0,0.15,30.0,0,200,0,72.01,467.0597696
3220,0.5,100.0,5.0,0.15,30.0,0,200,0,72.01,531.6931775
3221,0.5,100.0,5.0,0.15,30.0,0,200,0,72.01,446.0664974
3222,0.5,100.0,5.0,0.15,30.0,0,200,0,72.01,494.591499
3223,0.5,100.0,5.0,0.15,30.0,0,200,0,72.01,444.6189997
3224,0.5,100.0,5.0,0.15,30.0,0,200,0,72.01,504.2329998
3225,0.5,100.0,5.0,0.15,30.0,0,200,0,72.01,447.1129737
3226,0.5,100.0,5.0,0.15,30.0,0,200,0,72.01,530.8119936
3227,0.5,100.0,5.0,0.15,30.0,0,200,0,72.01,536.2564994
3228,0.5,100.0,5.0,0.15,30.0,0,200,0,72.01,496.7979993
3229,0.5,100.0,5.0,0.15,30.0,0,200,0,72.01,564.5059964
3230,0.5,100.0,5.0,0.15,30.0,0,200,0,72.01,509.0468054
3231,0.5,100.0,5.0,0.15,30.0,0,200,0,72.01,448.204547
3232,0.5,100.0,5.0,0.15,30.0,0,200,0,72.01,443.7767997
3253,0.5,100.0,20.0,0.15,30.0,0,200,0,72.01,291.8571932
3254,0.5,100.0,20.0,0.15,30.0,0,200,0,72.01,238.7444416
3255,0.5,100.0,20.0,0.15,30.0,0,200,0,72.01,314.8697286
3256,0.5,100.0,20.0,0.15,30.0,0,200,0,72.01,280.3730305
3257,0.5,100.0,20.0,0.15,30.0,0,200,0,72.01,272.9855484
3258,0.5,100.0,20.0,0.15,30.0,0,200,0,72.01,307.6675978
3259,0.5,100.0,20.0,0.15,30.0,0,200,0,72.01,280.0865024
3260,0.5,100.0,20.0,0.15,30.0,0,200,0,72.01,283.2661389
3261,0.5,100.0,20.0,0.15,30.0,0,200,0,72.01,289.7732163
3262,0.5,100.0,20.0,0.15,30.0,0,200,0,72.01,235.4832065
3263,0.5,100.0,20.0,0.15,30.0,0,200,0,72.01,289.0467493
3264,0.5,100.0,20.0,0.15,30.0,0,200,0,72.01,289.0865414
3265,0.5,100.0,20.0,0.15,30.0,0,200,0,72.01,269.7022672
3266,0.5,100.0,20.0,0.15,30.0,0,200,0,72.01,280.7517787
3267,0.5,100.0,20.0,0.15,30.0,0,200,0,72.01,309.4138256
3268,0.5,100.0,20.0,0.15,30.0,0,200,0,72.01,265.9427873
3269,0.5,100.0,20.0,0.15,30.0,0,200,0,72.01,258.7206445
3270,0.5,100.0,20.0,0.15,30.0,0,200,0,72.01,305.4062595
3271,0.5,100.0,20.0,0.15,30.0,0,200,0,72.01,253.0151735
3272,0.5,100.0,20.0,0.15,30.0,0,200,0,72.01,242.4005683
3293,0.5,100.0,5.0,0.15,30.0,0,200,0,72.01,559.9681504
3294,0.5,100.0,5.0,0.15,30.0,0,200,0,72.01,502.0673231
3295,0.5,100.0,5.0,0.15,30.0,0,200,0,72.01,496.2272799
3296,0.5,100.0,5.0,0.15,30.0,0,200,0,72.01,488.2413002
3297,0.5,100.0,5.0,0.15,30.0,0,200,0,72.01,523.1808504
3298,0.5,100.0,5.0,0.15,30.0,0,200,0,72.01,446.7435339
3299,0.5,100.0,5.0,0.15,30.0,0,200,0,72.01,536.7786619
3300,0.5,100.0,5.0,0.15,30.0,0,200,0,72.01,466.1513815
3301,0.5,100.0,5.0,0.15,30.0,0,200,0,72.01,545.0444161
3302,0.5,100.0,5.0,0.15,30.0,0,200,0,72.01,454.6429799
3303,0.5,100.0,5.0,0.15,30.0,0,200,0,72.01,455.4789885
3304,0.5,100.0,5.0,0.15,30.0,0,200,0,72.01,447.9467641
3305,0.5,100.0,5.0,0.15,30.0,0,200,0,72.01,456.5364071
3306,0.5,100.0,5.0,0.15,30.0,0,200,0,72.01,447.9640626
3307,0.5,100.0,5.0,0.15,30.0,0,200,0,72.01,561.1315494
3308,0.5,100.0,5.0,0.15,30.0,0,200,0,72.01,481.9269657
3309,0.5,100.0,5.0,0.15,30.0,0,200,0,72.01,484.7813923
3310,0.5,100.0,5.0,0.15,30.0,0,200,0,72.01,433.9076813
3311,0.5,100.0,5.0,0.15,30.0,0,200,0,72.01,528.4302323
3312,0.5,100.0,5.0,0.15,30.0,0,200,0,72.01,478.7474421
3333,0.5,100.0,20.0,0.15,30.0,0,200,0,72.01,268.0244005
3334,0.5,100.0,20.0,0.15,30.0,0,200,0,72.01,290.3624147
3335,0.5,100.0,20.0,0.15,30.0,0,200,0,72.01,260.846136
3336,0.5,100.0,20.0,0.15,30.0,0,200,0,72.01,275.9290234
3337,0.5,100.0,20.0,0.15,30.0,0,200,0,72.01,232.8390196
3338,0.5,100.0,20.0,0.15,30.0,0,200,0,72.01,289.1985248
3339,0.5,100.0,20.0,0.15,30.0,0,200,0,72.01,275.1941826
3340,0.5,100.0,20.0,0.15,30.0,0,200,0,72.01,251.7986376
3341,0.5,100.0,20.0,0.15,30.0,0,200,0,72.01,258.2709482
3342,0.5,100.0,20.0,0.15,30.0,0,200,0,72.01,268.2431426
3343,0.5,100.0,20.0,0.15,30.0,0,200,0,72.01,261.2647284
3344,0.5,100.0,20.0,0.15,30.0,0,200,0,72.01,279.9645943
3345,0.5,100.0,20.0,0.15,30.0,0,200,0,72.01,226.1212768
3346,0.5,100.0,20.0,0.15,30.0,0,200,0,72.01,290.2089746
3347,0.5,100.0,20.0,0.15,30.0,0,200,0,72.01,246.1170474
3348,0.5,100.0,20.0,0.15,30.0,0,200,0,72.01,279.9192391
3349,0.5,100.0,20.0,0.15,30.0,0,200,0,72.01,247.4426481
3350,0.5,100.0,20.0,0.15,30.0,0,200,0,72.01,270.7153389
3351,0.5,100.0,20.0,0.15,30.0,0,200,0,72.01,256.6936006
3352,0.5,100.0,20.0,0.15,30.0,0,200,0,72.01,238.0339135
3373,0.5,100.0,5.0,0.15,30.0,0,200,0,72.01,420.1461382
3374,0.5,100.0,5.0,0.15,30.0,0,200,0,72.01,536.7142041
3375,0.5,100.0,5.0,0.15,30.0,0,200,0,72.01,443.6515023
3376,0.5,100.0,5.0,0.15,30.0,0,200,0,72.01,436.3171063
3377,0.5,100.0,5.0,0.15,30.0,0,200,0,72.01,452.6911087
3378,0.5,100.0,5.0,0.15,30.0,0,200,0,72.01,530.8530668
3379,0.5,100.0,5.0,0.15,30.0,0,200,0,72.01,491.6668494
3380,0.5,100.0,5.0,0.15,30.0,0,200,0,72.01,461.4393993
3381,0.5,100.0,5.0,0.15,30.0,0,200,0,72.01,503.408288
3382,0.5,100.0,5.0,0.15,30.0,0,200,0,72.01,421.2384459
3383,0.5,100.0,5.0,0.15,30.0,0,200,0,72.01,489.21795
3384,0.5,100.0,5.0,0.15,30.0,0,200,0,72.01,458.1573062
3385,0.5,100.0,5.0,0.15,30.0,0,200,0,72.01,514.1020348
3386,0.5,100.0,5.0,0.15,30.0,0,200,0,72.01,503.3570199
3387,0.5,100.0,5.0,0.15,30.0,0,200,0,72.01,509.6033205
3388,0.5,100.0,5.0,0.15,30.0,0,200,0,72.01,440.1471683
3389,0.5,100.0,5.0,0.15,30.0,0,200,0,72.01,509.6557301
3390,0.5,100.0,5.0,0.15,30.0,0,200,0,72.01,452.3613278
3391,0.5,100.0,5.0,0.15,30.0,0,200,0,72.01,535.5725949
3392,0.5,100.0,5.0,0.15,30.0,0,200,0,72.01,477.5536911
3413,0.5,100.0,20.0,0.15,30.0,0,200,0,72.01,268.611794
3414,0.5,100.0,20.0,0.15,30.0,0,200,0,72.01,247.6052354
3415,0.5,100.0,20.0,0.15,30.0,0,200,0,72.01,300.0108393
3416,0.5,100.0,20.0,0.15,30.0,0,200,0,72.01,261.0814877
3417,0.5,100.0,20.0,0.15,30.0,0,200,0,72.01,289.7948811
3418,0.5,100.0,20.0,0.15,30.0,0,200,0,72.01,259.8781161
3419,0.5,100.0,20.0,0.15,30.0,0,200,0,72.01,302.850957
3420,0.5,100.0,20.0,0.15,30.0,0,200,0,72.01,264.2879845
